image,true_class,pred_class,original_conf,gc_masked_conf,gc_drop_pct,gc_ic_pct,gcpp_masked_conf,gcpp_drop_pct,gcpp_ic_pct,eigen_masked_conf,eigen_drop_pct,eigen_ic_pct,sc_masked_conf,sc_drop_pct,sc_ic_pct
type4_40x_2_cell_436.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_46.tif,Cancer (Type 4),Cancer (Type 4),99.63,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_465.tif,Cancer (Type 4),Cancer (Type 4),94.3,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_472.tif,Cancer (Type 4),Cancer (Type 4),51.79,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_500.tif,Cancer (Type 4),Cancer (Type 4),98.33,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_505.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_511.tif,Cancer (Type 4),Cancer (Type 4),99.85,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_512.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_515.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_570.tif,Cancer (Type 4),Cancer (Type 4),99.74,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_63.tif,Cancer (Type 4),Cancer (Type 4),99.53,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
